    ___________________________________________________________________________________________________


                                      Results of running IDEG6

    ___________________________________________________________________________________________________

     n° of GENES:			658
     n° of TISSUES/LIBRARIES:	5

     The following statistical tests were applyed:

     Pairwise Audic & Claverie test     Selected significance threshold:  7.598784e&#45;06 (Bonferroni corr.) 
     Pairwise Fisher Exact test         Selected significance threshold:  7.598784e&#45;06 (Bonferroni corr.) 
     Pairwise Chi sq. test              Selected significance threshold:  7.598784e&#45;06 (Bonferroni corr.) 
     Greller & Tobin test               Selected significance threshold:  7.598784e&#45;05 (Bonferroni corr.) 
     Stekel & Falciani R test           Selected significance threshold:  7.598784e&#45;05 (Bonferroni corr.) 
     Multiple Chi sq. test              Selected significance threshold:  7.598784e&#45;05 (Bonferroni corr.) 
    ___________________________________________________________________________________________________


UNIQID	 Description                                      	Lib1	Lib2	Lib3	Lib4	Lib5	normLib1	normLib2	normLib3	normLib4	normLib5	AC.1-2	AC.1-3	AC.1-4	AC.1-5	AC.2-3	AC.2-4	AC.2-5	AC.3-4	AC.3-5	AC.4-5	Fisher.1-2	Fisher.1-3	Fisher.1-4	Fisher.1-5	Fisher.2-3	Fisher.2-4	Fisher.2-5	Fisher.3-4	Fisher.3-5	Fisher.4-5	Chi2x2.1-2	Chi2x2.1-3	Chi2x2.1-4	Chi2x2.1-5	Chi2x2.2-3	Chi2x2.2-4	Chi2x2.2-5	Chi2x2.3-4	Chi2x2.3-5	Chi2x2.4-5	GT	R	Chi	
Contig306	 NA                                               	2	20	7	16	6	5.7	5.9	3.3	7.1	5.7	0.026611	0.035542	0.037098	0.078635	0.041737	0.067846	0.139858	0.018092	0.089906	0.115513	1.000000	0.374644	1.000000	1.000000	0.235561	0.610628	1.000000	0.095957	0.377226	0.819810	0.961855	0.494196	0.758961	0.986985	0.182800	0.562070	0.962050	0.081128	0.312442	0.650742	0.158695	0.512433	0.555271	
Contig307	 NA                                               	1	19	13	12	1	2.8	5.6	6.1	5.3	0.10	0.027084	0.038527	0.041605	0.095319	0.084853	0.087336	0.022282	0.072555	0.017016	0.028707	1.000000	0.707851	1.000000	0.441265	0.856297	1.000000	0.061727	0.842134	0.045240	0.074885	0.500927	0.446368	0.534888	0.420416	0.794970	0.908648	0.051223	0.734229	0.039682	0.062227	0.182601	0.176715	0.336395	
Contig308	 NA                                               	0	0	0	0	100	0	0	0	0	95.7	.	.	.	0.000000	.	.	0.000000	.	0.000000	0.000000	.	.	.	0.000000	.	.	0.000000	.	0.000000	0.000000	.	.	.	0.000000	.	.	0.000000	.	0.000000	0.000000	.	0.000000	0.000000	
Contig3089	 NA                                               	15	18	17	9	22	42.5	5.3	8.0	4.0	21.1	0.000000	0.000001	0.000000	0.004238	0.039083	0.076796	0.000010	0.017928	0.000959	0.000005	0.000000	0.000010	0.000000	0.037593	0.226813	0.559835	0.000017	0.115221	0.003189	0.000009	0.000000	0.000000	0.000000	0.032064	0.215445	0.497679	0.000003	0.086871	0.001849	0.000003	0.161281	0.000000	0.000000	
Contig310	 NA                                               	1	40	5	2	12	2.8	11.7	2.4	0.9	11.5	0.007004	0.056516	0.041363	0.025222	0.000024	0.000000	0.099517	0.073152	0.000930	0.000031	0.177185	0.602653	0.354783	0.206040	0.000081	0.000000	1.000000	0.276480	0.002793	0.000048	0.126900	0.865881	0.318241	0.144880	0.000167	0.000004	0.946335	0.226987	0.000972	0.000014	0.365408	0.000000	0.000000	
Contig312	 NA                                               	1	57	43	3	1	2.8	16.7	20.3	1.3	0.10	0.001854	0.001200	0.047656	0.095319	0.031797	0.000000	0.000002	0.000000	0.000000	0.275447	0.040840	0.016306	0.442469	0.441265	0.355307	0.000000	0.000006	0.000000	0.000001	1.000000	0.045205	0.022871	0.505355	0.420416	0.342903	0.000000	0.000092	0.000000	0.000015	0.771333	0.159501	0.000000	0.000000	
Contig3134	 NA                                               	6	2	7	5	16	17.0	0.6	3.3	2.2	15.3	0.000001	0.000700	0.000190	0.046391	0.010348	0.045469	0.000000	0.088479	0.000196	0.000022	0.000016	0.005823	0.001567	0.807911	0.032368	0.122459	0.000000	0.571920	0.000461	0.000037	0.000000	0.001001	0.000073	0.827042	0.015109	0.086395	0.000000	0.500185	0.000189	0.000012	0.289086	0.000000	0.000000	
Contig315	 NA                                               	0	11	12	18	0	0	3.2	5.7	8.0	0	0.031741	0.022513	0.009805	.	0.041449	0.004820	0.040348	0.045744	0.005499	0.000702	0.614624	0.236999	0.158610	.	0.199914	0.021024	0.078167	0.367036	0.011745	0.001529	0.285645	0.157698	0.092372	.	0.174026	0.013874	0.066204	0.345392	0.015067	0.003785	0.188327	0.000620	0.006072	
Contig3151	 NA                                               	27	877	1028	198	154	76.5	257.6	484.5	88.3	147.5	0.000000	0.000000	0.008632	0.000068	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.557610	0.000998	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	0.000000	0.484916	0.001278	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.156752	0.000000	0.000000	
Contig317	 NA                                               	0	20	21	5	0	0	5.9	9.9	2.2	0	0.013070	0.005640	0.065468	.	0.019114	0.012713	0.003632	0.000302	0.000150	0.100936	0.250918	0.061710	1.000000	.	0.107771	0.063430	0.007043	0.001217	0.000285	0.185860	0.149898	0.061571	0.375184	.	0.091112	0.043874	0.013238	0.001030	0.001300	0.127068	0.154225	0.000023	0.000308	
Contig318	 NA                                               	3	5	9	13	11	8.5	1.5	4.2	5.8	10.5	0.002657	0.022765	0.028596	0.060238	0.019835	0.002517	0.000105	0.063894	0.015431	0.039337	0.032275	0.396702	0.470026	1.000000	0.055897	0.006766	0.000155	0.526940	0.053791	0.185980	0.006402	0.286990	0.546717	0.741910	0.046324	0.004821	0.000019	0.469918	0.036194	0.138629	0.158071	0.001650	0.001452	
Contig32	 NA                                               	4	76	64	23	1	11.3	22.3	30.2	10.3	0.10	0.006427	0.002546	0.028267	0.003836	0.008783	0.000136	0.000000	0.000001	0.000000	0.000791	0.246469	0.053918	0.779446	0.016203	0.081717	0.000640	0.000000	0.000003	0.000000	0.001727	0.177936	0.047954	0.852411	0.004826	0.074453	0.000793	0.000004	0.000003	0.000000	0.003671	0.156992	0.000000	0.000000	
Contig3200	 NA                                               	1	1	253	80	25	2.8	0.3	119.2	35.7	23.9	0.015973	0.000000	0.000013	0.001147	0.000000	0.000000	0.000000	0.000000	0.000000	0.012357	0.178953	0.000000	0.000230	0.010700	0.000000	0.000000	0.000000	0.000000	0.000000	0.092504	0.048928	0.000000	0.001155	0.011920	0.000000	0.000000	0.000000	0.000000	0.000000	0.079468	0.353884	0.000000	0.000000	
Contig3218	 NA                                               	0	2	0	1	139	0	0.6	0	0.4	133.1	0.077082	.	0.117421	0.000000	0.233841	0.261020	0.000000	0.249806	0.000000	0.000000	1.000000	.	1.000000	0.000000	0.526943	1.000000	0.000000	1.000000	0.000000	0.000000	0.648948	.	0.691691	0.000000	0.264250	0.821201	0.000000	0.330785	0.000000	0.000000	0.775665	0.000000	0.000000	
Contig323	 NA                                               	0	21	10	12	11	0	6.2	4.7	5.3	10.5	0.011843	0.030622	0.023552	0.010279	0.072671	0.079797	0.042736	0.078560	0.021716	0.031227	0.254418	0.375564	0.389950	0.076560	0.581089	0.726429	0.147280	0.833200	0.065689	0.116430	0.140086	0.197154	0.169436	0.053805	0.482444	0.693658	0.145470	0.767278	0.058606	0.097912	0.224874	0.093480	0.161152	
Contig3253	 NA                                               	9	14	9	19	24	25.5	4.1	4.2	8.5	22.10	0.000011	0.000042	0.000924	0.037628	0.103526	0.009925	0.000000	0.016347	0.000002	0.000427	0.000135	0.000344	0.009465	0.841007	1.000000	0.048740	0.000000	0.090472	0.000005	0.001465	0.000001	0.000014	0.004148	0.788924	0.941902	0.035981	0.000000	0.081218	0.000001	0.000700	0.162122	0.000000	0.000000	
Contig328	 NA                                               	0	10	12	13	5	0	2.9	5.7	5.8	4.8	0.035029	0.022513	0.020352	0.058927	0.032176	0.026751	0.112808	0.076712	0.132853	0.131439	0.613361	0.236999	0.238246	0.339449	0.128921	0.134088	0.365444	1.000000	1.000000	0.805656	0.308668	0.157698	0.152674	0.193652	0.119173	0.099494	0.367446	0.951547	0.753952	0.716270	0.154913	0.157341	0.283429	
Contig329	 NA                                               	7	12	6	18	3	19.8	3.5	2.8	8.0	2.9	0.000093	0.000116	0.004032	0.000828	0.109499	0.007264	0.181686	0.005397	0.182993	0.029912	0.001164	0.000925	0.070112	0.003716	0.810103	0.025777	1.000000	0.023856	1.000000	0.101985	0.000041	0.000044	0.035392	0.001120	0.658973	0.023151	0.750972	0.020637	0.982258	0.085242	0.190597	0.001583	0.000080	
Contig33	 NA                                               	22	34	98	27	21	62.4	9.10	46.2	12.0	20.1	0.000000	0.006255	0.000000	0.000042	0.000000	0.047597	0.004370	0.000000	0.000055	0.017446	0.000000	0.191923	0.000000	0.000286	0.000000	0.513287	0.015763	0.000000	0.000264	0.087254	0.000000	0.200360	0.000000	0.000090	0.000000	0.467981	0.010010	0.000000	0.000363	0.074287	0.347692	0.000000	0.000000	
Contig330	 NA                                               	6	13	6	9	7	17.0	3.8	2.8	4.0	6.7	0.000484	0.000439	0.001150	0.014644	0.098596	0.102385	0.071906	0.080247	0.044252	0.081684	0.006311	0.003562	0.010459	0.106226	0.641614	1.000000	0.287313	0.609305	0.139184	0.295425	0.000909	0.000397	0.002826	0.082634	0.541400	0.909067	0.223735	0.504717	0.109568	0.303021	0.189705	0.038269	0.004157	
Contig331	 NA                                               	1	36	2	7	0	2.8	10.6	0.9	3.1	0	0.009376	0.044827	0.053142	0.063759	0.000002	0.000370	0.000050	0.039149	0.300967	0.046996	0.254521	0.369626	1.000000	0.252505	0.000005	0.001506	0.000099	0.181170	1.000000	0.105691	0.163024	0.344590	0.928394	0.085320	0.000027	0.001676	0.000887	0.113221	0.321099	0.071017	0.446943	0.000000	0.000000	
Contig332	 NA                                               	7	14	11	24	3	19.8	4.1	5.2	10.7	2.9	0.000177	0.001000	0.009183	0.000828	0.083230	0.001158	0.159021	0.008364	0.107182	0.006640	0.002271	0.008940	0.181737	0.003716	0.546019	0.004296	0.776887	0.043599	0.570327	0.021553	0.000168	0.002788	0.143759	0.001120	0.564120	0.003137	0.570846	0.041930	0.357631	0.021104	0.222294	0.001223	0.000237	
Contig333	 NA                                               	8	6	12	10	3	22.7	1.8	5.7	4.5	2.9	0.000001	0.000484	0.000160	0.000288	0.006412	0.022631	0.166985	0.070275	0.089785	0.136865	0.000011	0.004292	0.001414	0.001270	0.025880	0.074917	0.446571	0.671542	0.412107	0.766520	0.000000	0.000987	0.000133	0.000288	0.013624	0.062512	0.485132	0.577246	0.284665	0.500961	0.158695	0.000239	0.000001	
Contig334	 NA                                               	1	17	17	14	2	2.8	4.10	8.0	6.2	1.9	0.029688	0.026775	0.035846	0.106875	0.032626	0.071243	0.076356	0.054549	0.013827	0.039191	1.000000	0.499054	0.709540	1.000000	0.216097	0.583572	0.277847	0.590562	0.047940	0.113034	0.577087	0.290878	0.433879	0.747242	0.163854	0.535541	0.182948	0.487416	0.037271	0.097803	0.153154	0.175457	0.227273	
Contig336	 NA                                               	4	34	4	8	6	11.3	9.10	1.9	3.6	5.7	0.018851	0.002228	0.007129	0.037603	0.000070	0.001481	0.055098	0.065362	0.036557	0.098926	0.778427	0.017871	0.068403	0.284346	0.000181	0.006631	0.263158	0.389877	0.091275	0.395098	0.809818	0.003827	0.045879	0.282835	0.000411	0.006168	0.205925	0.289708	0.069168	0.372579	0.420779	0.000593	0.000958	
Contig3370	 NA                                               	0	27	19	25	0	0	7.9	8.10	11.1	0	0.006555	0.007671	0.003527	.	0.067437	0.031546	0.000558	0.045230	0.000334	0.000048	0.173101	0.096998	0.040474	.	0.761985	0.256532	0.001052	0.546924	0.000832	0.000113	0.094296	0.075395	0.047287	.	0.684462	0.217775	0.003994	0.471276	0.002221	0.000643	0.154845	0.000051	0.005621	
Contig340	 NA                                               	0	6	91	45	9	0	1.8	42.9	20.1	8.6	0.051963	0.000000	0.000190	0.018397	0.000000	0.000000	0.001664	0.000003	0.000000	0.004052	1.000000	0.000001	0.003292	0.123641	0.000000	0.000000	0.002632	0.000021	0.000000	0.018383	0.430396	0.000097	0.007757	0.081127	0.000000	0.000000	0.000842	0.000019	0.000000	0.017075	0.257992	0.000000	0.000000	
Contig342	 NA                                               	0	20	7	14	2	0	5.9	3.3	6.2	1.9	0.013070	0.048576	0.017586	0.141087	0.041737	0.081921	0.046229	0.032489	0.159336	0.039191	0.250918	0.603375	0.240524	1.000000	0.235561	0.862455	0.134352	0.192750	0.726899	0.113034	0.149898	0.280598	0.137765	0.411071	0.182800	0.861963	0.111393	0.161287	0.492181	0.097803	0.176484	0.075194	0.170284	
Contig343	 NA                                               	2	13	8	11	5	5.7	3.8	3.8	4.9	4.8	0.024118	0.038093	0.039255	0.078899	0.108991	0.081050	0.144251	0.075622	0.136996	0.143918	0.645748	0.642826	0.693805	1.000000	1.000000	0.538839	0.589634	0.649988	0.769217	1.000000	0.600298	0.603336	0.850071	0.839689	0.977723	0.540264	0.666410	0.570597	0.674426	0.964701	0.157573	0.949066	0.947906	
Contig344	 NA                                               	1	28	8	16	6	2.8	8.2	3.8	7.1	5.7	0.016171	0.053441	0.030334	0.077855	0.011333	0.067466	0.096110	0.026382	0.105439	0.115513	0.517022	1.000000	0.719086	0.687454	0.057996	0.758427	0.544941	0.155283	0.410392	0.819810	0.272577	0.787220	0.353643	0.504190	0.045991	0.649198	0.422705	0.134257	0.431962	0.650742	0.225454	0.243009	0.288003	
Contig345	 NA                                               	3	34	24	28	5	8.5	9.10	11.3	12.5	4.8	0.021136	0.030131	0.025670	0.053126	0.058528	0.041860	0.035210	0.050417	0.020919	0.011785	1.000000	1.000000	0.791939	0.425091	0.685863	0.436102	0.132435	0.782083	0.077105	0.040211	0.789390	0.640007	0.524857	0.425035	0.639702	0.380789	0.116366	0.723204	0.071219	0.040271	0.157893	0.268814	0.343296	
Contig347	 NA                                               	0	0	0	37	0	0	0	0	16.5	0	.	.	0.000611	.	.	0.000000	.	0.000000	.	0.000000	.	.	0.007147	.	.	0.000000	.	0.000000	.	0.000001	.	.	0.015785	.	.	0.000000	.	0.000000	.	0.000033	.	0.000000	0.000000	
Contig348	 NA                                               	1	14	8	6	4	2.8	4.1	3.8	2.7	3.8	0.033254	0.053441	0.053811	0.099528	0.105518	0.076759	0.167967	0.083806	0.159742	0.147253	1.000000	1.000000	1.000000	1.000000	1.000000	0.494669	1.000000	0.598862	1.000000	0.735064	0.717752	0.787220	0.957067	0.786940	0.844910	0.374365	0.900395	0.522759	0.979513	0.575861	0.226099	0.920657	0.928595	
Contig349	 NA                                               	0	32	30	12	1	0	9.4	14.1	5.3	0.10	0.004004	0.001413	0.023552	0.188746	0.017348	0.018120	0.001135	0.000728	0.000042	0.028707	0.069027	0.016600	0.389950	1.000000	0.117069	0.122183	0.003105	0.003151	0.000145	0.074885	0.068512	0.025435	0.169436	0.561087	0.105397	0.091461	0.005576	0.003071	0.000422	0.062227	0.154572	0.000018	0.000242	
Contig3504	 NA                                               	0	15	19	9	0	0	4.4	8.10	4.0	0	0.021397	0.007671	0.036502	.	0.010076	0.097799	0.013839	0.009363	0.000334	0.021881	0.388796	0.096998	0.619770	.	0.050622	1.000000	0.029808	0.056864	0.000832	0.065586	0.212434	0.075395	0.234099	.	0.035931	0.824242	0.031929	0.041484	0.002221	0.040643	0.158364	0.000527	0.004569	
Contig352	 NA                                               	20	29	56	14	7	56.7	8.5	26.4	6.2	6.7	0.000000	0.000340	0.000000	0.000000	0.000000	0.048491	0.107156	0.000000	0.000029	0.122816	0.000000	0.004852	0.000000	0.000000	0.000000	0.355274	0.695641	0.000000	0.000080	0.819519	0.000000	0.002599	0.000000	0.000000	0.000000	0.337129	0.568376	0.000000	0.000219	0.877274	0.250407	0.000000	0.000000	
Contig353	 NA                                               	2	60	25	4	5	5.7	17.6	11.8	1.8	4.8	0.004222	0.021746	0.020984	0.078899	0.012970	0.000000	0.000482	0.000012	0.016823	0.060277	0.123498	0.416292	0.190857	1.000000	0.094608	0.000000	0.001766	0.000042	0.078203	0.153912	0.095907	0.308471	0.158074	0.839689	0.088453	0.000000	0.002665	0.000051	0.057180	0.125218	0.296763	0.000000	0.000000	
Contig3534	 NA                                               	0	16	9	7	2	0	4.7	4.2	3.1	1.9	0.019388	0.035713	0.048885	0.141087	0.098236	0.070074	0.089273	0.079753	0.109325	0.170710	0.391516	0.625091	0.603941	1.000000	1.000000	0.402559	0.275830	0.621350	0.358501	0.728213	0.197812	0.221143	0.294030	0.411071	0.805739	0.362808	0.215847	0.540689	0.296287	0.538554	0.228535	0.294169	0.479723	
Contig355	 NA                                               	1	15	4	4	14	2.8	4.4	1.9	1.8	13.4	0.032141	0.054928	0.051476	0.016261	0.036272	0.029333	0.001654	0.132498	0.000075	0.000048	1.000000	0.536572	0.518241	0.136323	0.157481	0.106179	0.003471	1.000000	0.000127	0.000080	0.666847	0.713334	0.675642	0.097402	0.120113	0.096311	0.001618	0.937172	0.000053	0.000027	0.154782	0.000333	0.000016	
Contig358	 NA                                               	0	27	3	7	5	0	7.9	1.4	3.1	4.8	0.006555	0.089870	0.048885	0.058927	0.000296	0.005874	0.080114	0.063431	0.044102	0.120372	0.173101	1.000000	0.603941	0.339449	0.001019	0.022625	0.403911	0.345602	0.125057	0.536971	0.094296	0.480002	0.294030	0.193652	0.001382	0.022591	0.294746	0.239029	0.075761	0.461190	0.393142	0.001451	0.003516	
Contig3588	 NA                                               	14	226	172	172	24	39.7	66.4	81.1	76.7	22.10	0.001340	0.000273	0.000504	0.009684	0.003603	0.008876	0.000000	0.018284	0.000000	0.000000	0.058779	0.006062	0.013184	0.132147	0.049353	0.165087	0.000000	0.626144	0.000000	0.000000	0.058191	0.008416	0.015467	0.099563	0.047008	0.152332	0.000000	0.603838	0.000000	0.000000	0.159641	0.000000	0.000000	
Contig359	 NA                                               	0	10	16	11	10	0	2.9	7.5	4.9	9.6	0.035029	0.012169	0.027256	0.013752	0.005742	0.052281	0.004945	0.040649	0.089810	0.037584	0.613361	0.151218	0.380135	0.075083	0.024392	0.267674	0.013496	0.336227	0.537803	0.157044	0.308668	0.102773	0.188343	0.065975	0.015207	0.235557	0.005114	0.267964	0.552374	0.118516	0.180873	0.012709	0.021816	
Contig36	 NA                                               	0	47	31	47	1	0	13.8	14.6	20.9	0.10	0.000913	0.001211	0.000142	0.188746	0.055000	0.006493	0.000030	0.012976	0.000029	0.000000	0.020384	0.017145	0.002028	1.000000	0.816450	0.045076	0.000058	0.140111	0.000083	0.000000	0.027237	0.023103	0.006507	0.561087	0.805912	0.041447	0.000468	0.116965	0.000325	0.000010	0.153154	0.000000	0.000033	
Contig360	 NA                                               	1	19	10	10	13	2.8	5.6	4.7	4.5	12.4	0.027084	0.048021	0.047147	0.020304	0.086466	0.078580	0.010824	0.084982	0.007664	0.005726	1.000000	1.000000	1.000000	0.213320	0.707660	0.704966	0.034120	1.000000	0.024351	0.022259	0.500927	0.624059	0.663262	0.118692	0.665067	0.564417	0.022009	0.900801	0.016317	0.010737	0.182601	0.095715	0.046055	
Contig362	 NA                                               	5	42	8	37	8	14.2	12.3	3.8	16.5	7.7	0.016713	0.003157	0.024096	0.032514	0.000228	0.023758	0.049949	0.000007	0.049165	0.011001	0.800096	0.027943	1.000000	0.334813	0.000730	0.206595	0.245278	0.000032	0.182893	0.053192	0.768745	0.012530	0.749946	0.272680	0.001126	0.195736	0.212261	0.000035	0.147624	0.043720	0.156348	0.000333	0.001062	
Contig364	 NA                                               	2	27	22	8	1	5.7	7.9	10.4	3.6	0.10	0.023456	0.027126	0.035100	0.036103	0.045653	0.010207	0.003670	0.001773	0.000762	0.091677	1.000000	0.565303	0.634935	0.159057	0.379012	0.055704	0.011783	0.009359	0.001595	0.288245	0.645352	0.406354	0.553993	0.098668	0.348808	0.041432	0.012940	0.006716	0.003476	0.183163	0.157859	0.002437	0.007925	
Contig3699	 NA                                               	1	17	7	9	4	2.8	4.10	3.3	4.0	3.8	0.029688	0.055401	0.049601	0.099528	0.069564	0.084929	0.147239	0.089156	0.158912	0.159285	1.000000	1.000000	1.000000	1.000000	0.407112	0.690899	0.799311	0.804800	0.759083	1.000000	0.577087	0.886999	0.740469	0.786940	0.352660	0.594841	0.632275	0.697424	0.811580	0.938521	0.243657	0.884994	0.888228	
Contig37	 NA                                               	0	2	2	92	1	0	0.6	0.9	41.0	0.10	0.077082	0.104812	0.000000	0.188746	0.206797	0.000000	0.315597	0.000000	0.297821	0.000000	1.000000	1.000000	0.000002	1.000000	0.640892	0.000000	0.551826	0.000000	1.000000	0.000000	0.648948	0.564156	0.000139	0.561087	0.633077	0.000000	0.686944	0.000000	0.989757	0.000000	0.739924	0.000000	0.000000	
Contig372	 NA                                               	0	19	3	11	2	0	5.6	1.4	4.9	1.9	0.014424	0.089870	0.027256	0.141087	0.005408	0.085119	0.054917	0.013422	0.219443	0.080183	0.249800	1.000000	0.380135	1.000000	0.015699	0.852659	0.195492	0.058662	0.667348	0.248876	0.160493	0.480002	0.188343	0.411071	0.016943	0.732632	0.131420	0.041853	0.738632	0.204503	0.221825	0.024267	0.060743	
Contig376	 NA                                               	2	27	10	7	2	5.7	7.9	4.7	3.1	1.9	0.023456	0.041076	0.032495	0.053973	0.031209	0.005874	0.012490	0.065902	0.087917	0.170710	1.000000	0.684902	0.351207	0.265938	0.178016	0.022625	0.045071	0.471018	0.358580	0.728213	0.645352	0.811199	0.449652	0.254489	0.155065	0.022591	0.035134	0.399257	0.229152	0.538554	0.323662	0.052586	0.062001	
Contig38	 NA                                               	1	209	26	61	11	2.8	61.4	12.3	27.2	10.5	0.000000	0.010061	0.000155	0.031147	0.000000	0.000000	0.000000	0.000083	0.087115	0.000513	0.000000	0.165478	0.002379	0.316432	0.000000	0.000000	0.000000	0.000520	0.730001	0.002127	0.000009	0.116606	0.005867	0.177184	0.000000	0.000000	0.000000	0.000470	0.673473	0.002628	0.370055	0.000000	0.000000	
Contig382	 NA                                               	0	0	0	1	51	0	0	0	0.4	48.8	.	.	0.117421	0.000000	.	0.239428	0.000000	0.249806	0.000000	0.000000	.	.	1.000000	0.000001	.	0.397178	0.000000	1.000000	0.000000	0.000000	.	.	0.691691	0.000032	.	0.217954	0.000000	0.330785	0.000000	0.000000	0.749335	0.000000	0.000000	
Contig383	 NA                                               	7	0	10	6	11	19.8	0	4.7	2.7	10.5	0.000000	0.000713	0.000083	0.021409	0.000043	0.002366	0.000000	0.052801	0.021716	0.002832	0.000000	0.006219	0.000687	0.182160	0.000069	0.003924	0.000000	0.321496	0.065689	0.006808	0.000000	0.001494	0.000023	0.182623	0.000062	0.002546	0.000000	0.266114	0.058606	0.003522	0.155249	0.000000	0.000000	
Contig385	 NA                                               	1	9	11	18	2	2.8	2.6	5.2	8.0	1.9	0.036293	0.044918	0.025315	0.106875	0.035335	0.001797	0.208766	0.037643	0.069630	0.013452	1.000000	1.000000	0.501225	1.000000	0.166418	0.005381	1.000000	0.270159	0.243063	0.051020	0.947108	0.557212	0.289408	0.747242	0.126633	0.004204	0.678834	0.249860	0.177014	0.036497	0.209918	0.032415	0.028220	
Contig387	 NA                                               	2	19	3	10	7	5.7	5.6	1.4	4.5	6.7	0.026698	0.018265	0.038439	0.075574	0.005408	0.078580	0.122562	0.020521	0.010282	0.094753	1.000000	0.151237	0.672902	1.000000	0.015699	0.704966	0.646921	0.093863	0.018484	0.437734	0.982999	0.099634	0.755615	0.834309	0.016943	0.564417	0.677935	0.065474	0.012773	0.404441	0.246102	0.089586	0.155598	
Contig388	 NA                                               	0	26	20	4	3	0	7.6	9.4	1.8	2.9	0.007234	0.006577	0.075763	0.105462	0.056732	0.000792	0.034478	0.000195	0.014217	0.165940	0.167874	0.100654	1.000000	0.576689	0.544492	0.002424	0.123482	0.000711	0.045539	0.686530	0.100619	0.068109	0.427680	0.314037	0.477905	0.003135	0.095210	0.000662	0.041866	0.528415	0.158940	0.000412	0.002229	
Contig39	 NA                                               	15	110	35	44	34	42.5	32.3	16.5	19.6	32.6	0.006442	0.000301	0.000873	0.021699	0.000061	0.000662	0.059703	0.032638	0.001300	0.005699	0.284676	0.003663	0.012669	0.410167	0.000310	0.004900	1.000000	0.499475	0.006594	0.028290	0.315939	0.001436	0.007908	0.386807	0.000410	0.004644	0.968599	0.443685	0.003960	0.024714	0.309677	0.000213	0.000239	
Contig390	 NA                                               	1	26	27	23	2	2.8	7.6	12.7	10.3	1.9	0.018337	0.008946	0.015406	0.106875	0.012105	0.040528	0.015195	0.040923	0.000600	0.003142	0.509619	0.169428	0.240313	1.000000	0.066505	0.309641	0.043375	0.480947	0.001365	0.008815	0.311018	0.105654	0.177776	0.747242	0.060132	0.301387	0.041411	0.445233	0.002794	0.010672	0.154015	0.005812	0.016954	
Contig391	 NA                                               	0	32	35	8	1	0	9.4	16.5	3.6	0.10	0.004004	0.000655	0.042242	0.188746	0.004304	0.002655	0.001135	0.000004	0.000007	0.091677	0.069027	0.006940	0.608867	1.000000	0.023303	0.009665	0.003105	0.000011	0.000019	0.288245	0.068512	0.015777	0.261950	0.561087	0.019701	0.010788	0.005576	0.000017	0.000115	0.183163	0.155123	0.000000	0.000001	
Contig392	 NA                                               	0	25	5	4	0	0	7.3	2.4	1.8	0	0.007984	0.066072	0.075763	.	0.004033	0.001139	0.000953	0.115927	0.090581	0.147924	0.164223	1.000000	1.000000	.	0.014050	0.003778	0.001704	0.747811	0.178700	0.314416	0.107408	0.361840	0.427680	.	0.014391	0.004319	0.005608	0.676602	0.116675	0.172358	0.441845	0.000089	0.000380	
Contig393	 NA                                               	1	16	16	12	5	2.8	4.7	7.5	5.3	4.8	0.030944	0.029492	0.041605	0.089276	0.035529	0.085945	0.153546	0.048744	0.088116	0.139120	1.000000	0.495936	1.000000	1.000000	0.203710	0.847217	1.000000	0.450322	0.488462	1.000000	0.620094	0.323218	0.534888	0.628334	0.176813	0.734176	0.970907	0.366013	0.370997	0.834872	0.153154	0.639666	0.629555	
Contig394	 NA                                               	1	16	12	2	5	2.8	4.7	5.7	0.9	4.8	0.030944	0.041724	0.041363	0.089276	0.082774	0.004425	0.153546	0.002032	0.132853	0.021577	1.000000	1.000000	0.354783	1.000000	0.698484	0.014099	1.000000	0.006100	1.000000	0.036838	0.620094	0.498347	0.318241	0.628334	0.626971	0.013110	0.970907	0.005463	0.753952	0.024178	0.160000	0.042033	0.103112	
Contig395	 NA                                               	1	29	2	1	1	2.8	8.5	0.9	0.4	0.10	0.015158	0.044827	0.031912	0.095319	0.000034	0.000003	0.002303	0.177062	0.297821	0.295797	0.358628	0.369626	0.253311	0.441265	0.000116	0.000006	0.004723	0.614844	1.000000	0.534404	0.255324	0.344590	0.132894	0.420416	0.000255	0.000046	0.009228	0.531406	0.989757	0.579625	0.616929	0.000000	0.000001	
Contig3958	 NA                                               	0	0	13	21	1	0	0	6.1	9.4	0.10	.	0.019304	0.006327	0.188746	0.000002	0.000000	0.179628	0.032381	0.017016	0.001558	.	0.237244	0.102031	1.000000	0.000004	0.000000	0.234723	0.235445	0.045240	0.004587	.	0.141406	0.069069	0.561087	0.000005	0.000000	0.070971	0.226085	0.039682	0.006084	0.206060	0.000000	0.000000	
Contig4	 NA                                               	21	43	4	7	0	59.5	12.6	1.9	3.1	0	0.000000	0.000000	0.000000	0.000000	0.000002	0.000033	0.000008	0.084788	0.135165	0.046996	0.000000	0.000000	0.000000	0.000000	0.000006	0.000120	0.000015	0.550525	0.309698	0.105691	0.000000	0.000000	0.000000	0.000000	0.000025	0.000201	0.000280	0.416467	0.160549	0.071017	0.260800	0.000000	0.000000	
